id,category,mvp_group,seed,problem_or_opportunity,solution_approach,is_offline_store,llm_expected_primary,llm_expected_primary_name,llm_expected_secondary,llm_expected_note,llm_why,auto_check,search_rank_of_expected,사람_확정_primary,사람_확정_secondary,사람_확정_note,사람_검수완료
D0042,명확단일,제조·가공,맞춤형 하이브리드 매트리스(포켓스프링+고밀도 폼) 생산,온라인 매트리스 브랜드의 성장으로 맞춤형 사이즈·경도 조절이 가능한 소규모 매트리스 제조업체에 대한 B2B 공급 수요가 늘고 있음.,"스프링 조립, 폼 커팅·적층, 봉제 커버 제작, 최종 조립을 통해 포켓스프링 결합형 매트리스 및 침대를 제조해 온라인 브랜드·호텔·리테일에 납품. 시연용 쇼룸 운영 및 설치·회수 서비스 제공.",True,361005,매트리스 및 침대 제조업,,매트리스 및 침대 제조업: 스프링·충전물 결합 매트리스와 침대를 제조,스프링 조립·충전재 삽입·커버 봉제 등으로 매트리스를 제조·판매하는 활동은 361005(매트리스 및 침대 제조업)에 해당함.,OK,1,,,,
D0043,명확단일,제조·가공,스테인리스 와이어 선반·바구니·케이블 타이 등 금속선 가공제품 제작,소매·식품·공장용으로 규격화된 와이어 선반과 바구니를 소량·맞춤 규격으로 제작해주는 공급처가 적음.,"구입한 철선·스테인리스선 절단·성형·용접·표면처리 과정을 통해 와이어 선반, 주방·창고용 바구니, 케이블 타이·홀더 등 금속선 기반 조립제품을 제조하여 유통업체·온라인 샵에 공급.",False,289901,금속선 가공제품 제조업,,금속선 가공제품 제조업: 철선 등 금속선을 가공·조립해 와이어 제품 제조,구입한 금속선을 절단·절곡·용접·조립해 와이어 선반·바구니 등 제품을 제조·공급하는 활동은 289901(금속선 가공제품 제조업)에 해당함.,OK,1,,,,
D0044,명확단일,제조·가공,건축·조경용 절단·성형 석재(타일·계단·외장재) 제조,리모델링·조경 시장에서 맞춤 규격의 천연 석재 벽돌·계단·외장 패널을 소량으로 빠르게 공급하는 지역 제조업체 수가 부족함.,"천연 석재 블록을 절단·연마·성형·천공해 건축용 외장패널, 조경용 석재 계단·보도블록, 기념비용 석제품 등을 제조하여 건설사·인테리어·조경업자에 납품 및 주문제작 판매.",False,269601,건설용 석제품 제조업,,건설용 석제품 제조업: 천연석 정밀 절단·성형으로 건설용 석제품 제조,천연 석재를 절단·성형·연마해 건축·조경용 석제품을 제조·판매하는 활동은 269601(건설용 석제품 제조업)에 정확히 해당함.,OK,1,,,,
D0045,명확단일,농업·스마트팜,수직형 수경재배 온실에서 유통사에 납품하는 적상추·샐러드용 잎채소 생산농장,"기후변동으로 노지 채소 공급 불안정, 유통업체는 연중 안정적인 신선 잎채소를 원함. 프리미엄·신선도 경쟁 구도 존재.","지열·LED 기반 수경 수직온실에 적상추·로메인·베이비리프를 연중 재배하고, 자동선별·세척·소포장 후 도매유통사와 식자재유통업체에 B2B로 납품한다.",False,011008,"채소, 화훼 및 과실작물 시설 재배업",,"시설(온실) 내에서 채소를 재배하는 활동에 해당—채소, 화훼 및 과실작물 시설 재배업.",사업은 온실·시설에서 잎채소를 재배하여 도매로 납품하므로 '채소·화훼 및 과실작물 시설 재배업(011008)'에 해당.,검색30위,30,,,,
D0046,명확단일,농업·스마트팜,노지에서 마늘(중만생종)을 재배해 지역마트·온라인으로 직거래하는 마늘농장,"마늘 가격 변동과 병해충으로 인한 수확 변동성, 지역 소비자는 믿을 수 있는 국산 마늘을 선호함.",노지 밭에서 작부체계와 종구 관리로 마늘을 재배·건조·선별해 지역마트와 온라인 사전예약·직거래로 판매한다.,False,011001,채소작물 재배업,,노지(밭)에서 재배하는 채소작물에 해당—채소작물 재배업.,마늘은 노지에서 재배되는 채소작물로 '채소작물 재배업(011001)'에 명확히 해당한다.,검색64위,64,,,,
D0047,명확단일,농업·스마트팜,온실 수경재배로 연중 생산하는 설향 딸기 농장(농장 직판 및 가공용 공급),"시즌 외 프리미엄 딸기 수요 증가, 소비자는 신선·무농약 제품을 선호하며 체험 소비(수확체험) 수요 존재.","온실 수경재배로 설향 딸기를 연중 생산하고 농장 직판장(픽유어)과 온라인, 가공(퓨레·냉동)용으로 납품한다.",True,011008,"채소, 화훼 및 과실작물 시설 재배업",,온실 등 시설 내에서 과실작물을 재배하는 활동—시설 재배(채소·화훼·과실 포함).,"딸기를 온실(시설)에서 재배하여 직판 및 가공용으로 공급하므로 '채소, 화훼 및 과실작물 시설 재배업(011008)'에 해당.",검색밖,,,,,
D0048,명확단일,농업·스마트팜,노지에서 절화(국화·카네이션)를 재배해 플로리스트와 도매시장에 공급하는 절화농장,"계절별·행사용 절화의 신선도 중요, 수입에 의존하면 신선도·유통비 문제 발생. 지역 공급망 강화 필요.",노지에서 시기별 꽃 작형을 조절해 국화·카네이션을 재배하고 절화 포장·냉장유통을 통해 플로리스트·도매시장에 공급한다.,False,011002,화훼작물 재배업,,노지 화훼작물 재배 활동—화초·절화·관상수 등 재배업.,절화(꽃)를 노지에서 재배·출하하므로 '화훼작물 재배업(011002)'에 해당한다.,OK,2,,,,
D0049,명확단일,농업·스마트팜,건강기능식품 원료용 약용작물(당귀·천궁 등) 노지 재배 및 건조 원료 공급업,"국산 약용작물의 안정적 원료 확보 수요 증가(건강기능식품·한약재), 전문적 재배기술과 건조시설이 필요함.",노지에서 당귀·천궁 등 약용작물을 재배·수확 후 건조·선별해 제약·한약재 도매상 및 가공업체에 원료로 공급한다.,False,011006,기타 작물 재배업,,노지에서 약용작물을 재배하는 활동으로 분류되는 기타 작물 재배업.,약용작물은 목록의 '기타 작물 재배업(011006)' 항목에 해당하므로 이 코드가 적합하다.,검색57위,57,,,,
D0050,명확단일,농업·스마트팜,통제된 환경의 버섯(표고·느타리) 시설재배 및 소포장해 마트에 공급하는 양식장,"버섯은 기후에 민감해 연중 안정생산을 위한 시설 필요, 신선 포장 수요 증가.",균배지 준비·환경제어가 가능한 시설에서 표고·느타리를 재배하고 선별·소포장해 대형마트·온라인에 납품한다.,False,011009,기타 시설작물 재배업,,채소·화훼·과실 외의 작물을 시설에서 재배하는 활동(예: 버섯 등).,버섯은 시설 재배 대상이지만 채소·화훼·과실에 해당하지 않아 '기타 시설작물 재배업(011009)'으로 분류된다.,OK,5,,,,
D0051,명확단일,농업·스마트팜,토끼 번식·사육장을 운영해 육용·페ット용 토끼를 공급하는 토끼 사육업,"지역 내 육용·애완용 토끼 공급처가 적고 전문 번식시설 요구 증가, HACCP·위생 관리로 안전한 거래 가능.",실내 케이지로 번식·육성하며 사양관리와 건강검진을 통해 생토끼 및 분양(페ット)·도축용 공급계약을 체결한다.,False,012103,"그 외 기타 축산업(사슴, 토끼)",,토끼 등 달리 분류되지 않은 육지동물을 번식·사육하는 축산업(사슴·토끼 등).,"토끼 번식·사육 활동은 후보 목록의 '그 외 기타 축산업(사슴, 토끼)(012103)'에 해당하므로 이 코드가 적합하다.",검색33위,33,,,,
D0052,명확단일,농업·스마트팜,농가와 계약해 축산분뇨를 수집·퇴비화·처리해 유기질비료로 판매하는 분뇨처리 사업,"가축분뇨 처리·유통 규제가 강화되고, 농가들은 분뇨 처리·퇴비화 서비스를 필요로 함. 자원화 수요 증가.",축산농가와 계약을 맺고 분뇨를 수집·운반해 처리시설에서 퇴비화·살균 후 유기질비료로 제조·판매하거나 농장 환원 서비스를 제공한다.,False,900203,축산 분뇨 처리업,,축산 분뇨의 수집·운반·보관·처분(퇴비화·처리) 서비스를 제공하는 업종.,사업 내용이 축산분뇨의 수집·처리·퇴비화에 집중되어 있어 '축산 분뇨 처리업(900203)'에 해당한다.,OK,1,,,,
D0053,명확단일,농업·스마트팜,소형 스마트팜용 자동 환경제어기·관개 로봇을 개발·제조해 농가에 판매하는 제조업,소규모 스마트팜은 고가 장비 부담으로 자동화 보급이 더딤. 저비용·모듈형 기기가 필요한 시장 기회 존재.,온실·수경재배용 온·습도·CO2 제어기와 관개·수확 보조 로봇을 설계·시제품 제작·안전성 인증 후 농기계 유통망과 직접 납품한다.,False,292100,농업 및 임업용 기계 제조업,,농업용 기계·장비(재배·수확·관리용)를 제조하는 활동—농업 및 임업용 기계 제조업.,"제품은 농업 생산 과정에서 사용하는 기계·장비(환경제어기, 관개로봇)이므로 '농업 및 임업용 기계 제조업(292100)'에 해당한다.",검색61위,61,,,,
D0054,명확단일,농업·스마트팜,지역산 배추·무·당근을 대량으로 매입해 대형마트·식자재유통사에 공급하는 채소 도매업,소규모 생산자는 유통망 접근성이 낮아 도매상이 안정적 수요처를 제공하면 생산자가 유리. 대형 유통사는 안정적 대량공급을 원함.,지역 농가에서 대량으로 채소를 매입·선별·저장(저온)한 뒤 포장·트럭배송으로 대형마트·식자재 유통사에 도매 공급한다.,False,512212,"채소류, 서류 및 향신작물류 도매업",,채소류·서류·향신작물 등의 도매 활동에 해당—채소류 도매업.,"사업은 채소를 대량 매입해 도매로 판매하는 활동으로 '채소류, 서류 및 향신작물류 도매업(512212)'에 정확히 부합한다.",OK,4,,,,
D0055,명확단일,농업·스마트팜,농장 직영 농산물 직판장(로컬푸드 매장)에서 계절 채소·과일을 소매 판매하는 소매점,소비자들은 지역산 신선농산물을 선호하고 유통단계를 줄인 직거래 매장을 찾음. 농가는 판로 다변화 필요.,"농장에서 수확한 제철 채소·과일을 직판장에 진열·소매 판매하고, 소분·포장 및 소매용 유통(매장·배달)을 운영한다.",True,522040,"채소, 과실 및 뿌리작물 소매업",,"채소·과실·뿌리작물 등을 소매로 판매하는 활동—채소, 과실 및 뿌리작물 소매업.","직판장에서 소비자에게 농산물을 소매 판매하는 활동은 '채소, 과실 및 뿌리작물 소매업(522040)'에 해당한다.",OK,8,,,,
D0056,명확단일,앱·플랫폼·소프트웨어,음식점 전용 모바일 주문·예약 앱을 맞춤 개발하여 납품하는 프리랜서,"지역 소규모 음식점들은 기존 포스와 연동되는 간단한 모바일 주문·예약 솔루션이 없어서 전화 주문과 수기 예약에 의존, 주문/좌석 관리에 비효율과 주문 누락이 빈발함. 저비용 맞춤화 수요 존재.","음식점 맞춤형 Android/iOS 앱과 관리자 웹 대시보드를 직접 설계·개발해 납품. 초기 개발비용 + 월 유지보수(호스팅, 업데이트) 정기 과금 모델. 소규모 식당 1:1 계약 형태로 프로젝트 수행.",False,940926,소프트웨어 프리랜서,940926,소프트웨어 개발을 프리랜서 형태로 제공하는 사업,단건 프로젝트로 고객을 위해 직접 모바일/웹 애플리케이션을 개발·공급하는 개인 소프트웨어 개발자 활동으로 '소프트웨어 프리랜서(940926)'가 가장 적합함.,검색밖,,,,,
D0057,명확단일,앱·플랫폼·소프트웨어,프리랜서·1인 창업자용 클라우드 기반 간편 세금·청구서 SaaS,"프리랜서·소규모 사업자는 복잡한 회계 소프트웨어에 부담을 느끼고, 간단한 청구서 발행·수익/지출 관리·세금 신고 보조 기능을 저비용으로 원하는 수요가 큼.","웹 기반 응용 소프트웨어(구독형 SaaS)로 청구서 템플릿, 은행 연동 자동 분개, 간이세금 리포트 기능을 개발·운영하여 월 구독료 및 고급 기능 유료 업그레이드로 수익 창출.",False,722000,응용 소프트웨어 개발 및 공급업,722000,특정 업무(청구·회계)를 자동화하는 응용 소프트웨어 개발·공급,기업·개인을 대상으로 업무처리를 자동화하는 기능성 응용 소프트웨어를 개발·공급하는 활동으로 '응용 소프트웨어 개발 및 공급업(722000)'에 해당함.,OK,2,,,,
D0058,명확단일,앱·플랫폼·소프트웨어,모바일 수집형 캐주얼 게임을 개발하여 인앱결제와 광고로 수익화하는 게임 스튜디오,"짧은 플레이 세션과 가벼운 과금 모델을 선호하는 모바일 이용자가 많아, 소규모 팀이 개발한 튼튼한 캐주얼 게임으로 글로벌 유저를 확보하면 인앱 구매·광고 수익으로 수익화 가능.","iOS·Android용 모바일 게임 앱을 자체 개발하여 앱스토어에 유료 아이템(가상화폐, 스킨)과 광고를 통해 수익화. 게임 기획·아트·서버통합까지 자체 개발·배포.",False,722002,모바일 게임 소프트웨어 개발 및 공급업,722002,모바일 플랫폼용 게임 소프트웨어를 개발·공급,휴대전화 등 이동성 기기에 제공되는 게임 소프트웨어를 개발·공급하는 활동으로 '모바일 게임 소프트웨어 개발 및 공급업(722002)'이 적합함.,OK,1,,,,
